cobrança de taxas de cartão,"Infelizmente eu perdi meu cartão. Eu relatei imediatamente ao banco e pedi um novo cartão. O serviço ao cliente disse que recebi cartão em alguns dias. mas por quase um mês eu não recebi um cartão. Eu vivo longe do activobank, então eu estava pronto para pagar ? 15,60. Tocando, liguei ativobank, mas eles sempre disseram que me aguardariam por mais alguns dias. então eu estava deprimido e frustrado porque eu tenho que pagar meu aluguel e as despesas diárias. Como não há nenhum ativobank em Évora, fui para o trilho de lisboa Baixo Chiado para pegar meu cartão. Eu vi um dos meus colegas perderam o cartão e consegui substituição sem cobrança pela primeira vez. quando vejo que também pergunto sem acusações. A menina na mesa me pergunta se esta é a minha primeira vez. eu disse sim. ela me deu um cartão e me disse para conversar com o serviço ao cliente para obter um reembolso. Eu continuei pedindo reembolso por uma semana com a pessoa do serviço ao cliente, mas nunca me dei. Agora, a minha pergunta é por que alguém como eu está recebendo um cartão de substituição obtendo gratuitamente e eu estou pagando por isso. e eu gastei 100 ? extra para obter meu novo cartão para o transporte."
Adição de titular de conta,"Efectuei o simples pedido de adição de mais um titular na minha Conta à Ordem nº 45552179410 que possui me como único titular. Tenho feito inúmeros contactos, e apenas eu tenho a iniciativa de contactar para saber pormenores, ao que quando ligo tenho a informação que ou faltam documentos (já remetidos varias vezes) ou precisam de validar com os colegas e no dia seguinte ligam (mas raramente ou nunca ligam). A semana passada fiz outro contacto ao que tive a mesma resposta e adiantaram que seriam céleres na resposta, estando até hoje à espera de vossa comunicação. Recebi a mensagem pouco esclarecedora que após 15 dias (uteis ou corridos?), teria de me deslocar ao balcão para poder proceder às assinaturas. Liguei para saber se posso me deslocar e como indiquei disseram que no dia seguinte me ligariam (ainda a aguardar). Estou a aguardar vossa comunicação até ao final da presente semana, ao que no Sábado deslocar me-ei para encerrar a Conta que tenho convosco visto não apresentarem nenhuma empatia e interesse em esclarecer os vossos clientes. O serviço prestado aos clientes e embora o Activo Bank não ter muitos balcões físicos e incentivando o contacto por outras vias que não a deslocação ao balcão, é péssimo, inexistente e sem qualquer bom senso."
Bloqueio de cartão,"Sou correntista do banco a dois anos. Sempre honrei com meus compromissos e utilizei meu cartão para compras online. Ontem fui usar meu cartão de débito para o Uber e o mesmo estava bloqueado, perdi meu compromisso. Hoje fui utilizar meu cartão para pedir Uber eats e o mesmo estava bloqueado, tanto o de débito e o de crédito. Liguei a primeira vez para a central e a pessoa disse que poderia usar o cartão, tentei novamente sem sucesso. liguei novamente e a atendente informou que meu cartão estava bloqueado pela SIBS. E que para desbloquear deveria pedir novo cartão ou ligar para SIBS. Esclarecendo, meu contrato é com o activo, quem tem que resolver os problemas é o activo, eu não tenho que ligar para empresas a qual não tenho nem contrato para resolver problemas internos. Ademais, isso é um absurdo, passei vergonha, perdi compromisso, não posso sequer pedir uma comida por questões internas. Uma vez que eu não dei causa a nenhum bloqueio!! Vou ter que ficar cinco dias sem acesso a minha conta (uma vez que não há activo onde moro) por problemas alheios. Mais uma vez demonstra grande atraso em questões informáticas e de apoio ao cliente. Péssimo atendimento."
Devolução de cheque,"Bom dia! Fiz o depósito de um cheque (meu ordenado de novembro)  no dia 04/12/2019 e no dia 06/12/2019 entrei na conta e vi que o cheque havia sido devolvido. Na mesma hora entrei em contato com o banco, que me informou que o cheque havia sido devolvido para a minha morada do Brasil. Acontece que já se passa mais de um mês e até hoje o cheque não chegou no Brasil e o banco só me pede para aguardar que o cheque chegue. Aparentemente o cheque foi extraviado e o banco não toma nenhuma atitude para resolver esta questão. O que não entendo é que o banco me envia sms e e-mail todos os dias e via a minha movimentação na conta em Portugal. Como enviaram este cheque para o Brasil sem ao menos entrar em contato com o cliente e saber se poderiam proceder desta forma? Necessito de uma resposta do banco!"
Bloqueio conta,"Eu precisei fazer um empréstimo com o activo bank e vinha pagando certinho mas infelizmente devidos a vários acontecimentos na minha vida eu não consegui mais efetuar o pagamento. Não parei de pagar pq quis, não vejo a hora de quitar essa dívida. O Problema é que devido isso eles bloquearam a minha conta da Millenium, ou seja, não só ta gerando juro na activo, mas também na millenium... estou com duas contas bloqueadas, onde preciso receber dinheiro justamente para pagar as minhas dívidas que não são muitas, e não posso.. Além de ta gerando juros também na Millenium... Engraçado que quando peço pra ver algo da millenium eles dizem que o sistema não é o mesmo e não conseguem ver... Mas pra Bloquear e deixar a minha conta negativa foi rapidinho :("
Inclusão de titular em conta,"No dia 28/05/2020 solicitei por e-mail a inclusão de minha esposa como 2ª titular em minha conta. Após a solicitação, fui instruído a aguardar alguns dias pois, devido a pandemia o processo poderia demorar um pouco.  Então, no dia 23/06/2020 recebi um contacto informando que faltavam alguns documentos, os quais encaminhei no mesmo dia para o endereço de e-mail informado. No dia 08/07/2020 recebi um sms informando que poderíamos nos dirigir a um posto Activo para assinar os documentos necessários, no dia 11/07/2020 nos dirigimos até a Agência Vasco da Gama assinamos todos os documentos, a funcionária do Banco que realizou o atendimento, informou que levaria até 15 dias para que o processo fosse concluído. Após 15 dias entrei em contacto com o banco, pois a inclusão do 2ª titular não havia sido concluído conforme informado pela funcionária. No dia 31/07/2020 recebi por email a informação de que um dos documentos que enviei em 28/05/2020 estava ilegível. Achei estranho pois, todos documentos já tinham sido analisados pelo próprio banco anteriormente. Mesmo discordando com questionamento, enviei no mesmo dia o documento solicitado e destaquei o status do processo. Aguardei mais alguns dias e recebi um contacto por telemóvel, solicitando que enviasse alguns documentos novamente. Já cansado de reenviar os documentos, questionei e expliquei a situação a funcionária. A mesma disse que iria informar o backoffice e me daria um retorno. Dia 07/09/2020 abri uma reclamação no site do banco, informando a situação e solicitando uma solução o quanto antes. No dia 09/07/2020 recebi uma chamada do Sr. André Pacheco, informando que os documentos da 2ª titular a ser incluída estavam desactualizados, que seria necessário reenviar os documentos e comparecer a um posto Activo novamente para assinar os papéis, ou seja, reiniciar todo processo. Infelizmente o banco foi incapaz de resolver esta situação até o momento, ao que tudo indica os documentos foram extraviados."
Conta ordem,"Fiz um pedido de inclusão de segundo titular na minha conta a ordem em Dezembro de 2019, assinamos a documentação em Janeiro e até o dia de hoje nada foi feito. Em todos os contactos telefônicos dizem que a situação estará resolvida nas próximas 48h é como sempre nada acontece nem um sms nem um telefonema nada. Apenas ignoram completamente o assunto. Pedi um cartão de crédito em Dezembro e o tratamento é exatamente o mesmo por parte destes senhores. Cuidado com este ""banco"" parecem um grupo de estagiários sem qualquer formação a brincar aos bancos com assuntos sérios. Até fico admirado como o Millennium BCP permite este tipo de serviços ancorado à sua marca. Banco apenas para ter conta a ordem a usar com as despesas do dia a dia."
Crédito habitação - incumprimento contratual por parte do banco,"Como já fiz algumas outras vezes, registei em 09.06 um pedido de amortização parcial ao capital em dívida do meu crédito à habitação para ser efetivado no dia 25.06, dia em que vence a prestação mensal. O banco não realizou essa operação. No dia seguinte, 26.06, fiz contacto telefónico para o apoio ao cliente, registaram um pedido de esclarecimento que até agora não foi respondido. No dia 30.06, fiz reclamação escrita na área de apoio ao cliente e responderam-me por telefone dizendo que os pedidos de amortização devem ser feitos com uma antecedência mínima de 30 dias. Ora, segundo o clausulado das condições do contrato de hipoteca que assinei com o Banco, os pontos 1 e 2 da 8.ª clausula (Reembolso antecipado), estabelece que o cliente pode antecipar em qualquer altura do financiamento a amortização do mesmo, desde que dessa intenção previnam o Banco com a antecedência mínima de 7 dias úteis relativamente à data de vencimento da prestação mensal.  Fiz o pedido e cumpri com o prazo estabelecido. O Banco não informou o cliente de alteração ao contrato relativamente ao prazo de 30 dias que agora é requerido. Como tal, já solicitei e aguardo que amortização seja realizada com data-valor de 25.06. O não cumprimento desta disposição e a amortização em 25.07 implica que estarei a pagar juros que não são devidos ao Banco e impede-me de pedir desde já a redução do prémio mensal do seguro de vida em consequência da redução do capital em dívida. Evidentes prejuízos financeiros que terei de suportar pelo facto do Banco não cumprir com o contrato. Óbvio que se a situação fosse inversa e eu estivesse em dívida perante o Banco, teria eu penalização a pagar."
Vários meses para resolver acesso à conta,"No fim de Janeiro roubaram-me o meu telemóvel em Londres (cidade onde resido) e perdi acesso ao código multicanal que me permite entrar na conta online. Após isto: 1- Liguei umas quantas vezes para perguntar como poderia obter o código e informaram-me que só estando em Portugal (usando uma caixa automática ou indo ao balcão) ou através do número de telefone associado à conta que me foi roubado- duas opções impossíveis. 2- Expliquei a situação e escrevi um comunicado autorizando um familiar próximo a dirigir-se ao banco com ambos os nossos documentos que comprovam que somos família e falei com a pessoa que atendeu o dito familiar por telefone que me indicou que nada havia a fazer sem eu estar presente. Como devem calcular não me ia por no primeiro avião para resolver o problema. 3- Tive de enviar o meu Cartão para Portugal para se dirigirem a uma caixa automática e pedirem um novo código multicanal. Nisto vamos em um mês e meio sem poder pagar contas em Londres por transferência, o que me obrigou a fazer inúmeros levantamentos de 180 libras que com taxas e conversões me fez perder à volta de 150 euros. 4- Após ter o Código multicanal liguei por Skype (novamente) para registar o novo número de telefone. Disseram-me que seria resolvido em 48h. Isto foi numa Quarta (6/03/2019) e hoje, Segunda-feira (11/03/2019), depois de 3 chamadas em que me foi dada a opção de pedir esta alteração com 'Urgência', ainda não tenho o número alterado- o que significa que me encontro em Londres sem Cartão de Multibanco, acesso a dinheiro e sem poder fazer qualquer transferência. Eu entendo que grande de parte das coisas não possam ser resolvidas por uma questão de segurança e protecção de dados, mas quando sou eu própria a dar autorização e a única solução que me é dada é enviar o meu Cartão por correio para Portugal- o sistema mais inseguro que facilmente resulta na perda do mesmo- deixa de fazer sentido. Dois meses para resolver este assunto, inúmeras chamadas e promessas não cumpridas, num serviço onde tudo tem de ser resolvido em Portugal quando supostamente este é um Banco Online que facilita uma série de serviços aos clientes. Sinto-me completamente enganada e frustrada com a falta de qualidade de atendimento ao cliente e cuidado para estes assuntos que facilmente deixam uma pessoa que viva no estrangeiro sem dinheiro e completamente de mãos e pés atados."
Mau atendimento/falta de profissionalismo,"Hoje, dia 13 de Maio de 2019, dirigi-me à sucursal do Activobank na rua Garrett 68, 1200-203 em Lisboa a fim de solicitar uma declaração de IBAN.  Estava eu na fila a aguardar a minha vez já à 1 hora quando o funcionário do banco resolveu atender não uma mas duas clientes que se encontravam bem atrás de mim.  Fiquei indignado e quando acabei por ser atendido manifestei o meu desagrado ao balcão. O referido funcionário, um tal de Johny, perante a minha manifestação de desagrado referiu que ambas as clientes tinham agendado reuniões uma para crédito pessoal e a outra para crédito de habitação. Uma mentira atrós pois a pessoa que me estava a atender mostrou na cara a indignação perante tal mentira. O tal "" Johny"" foi rude e mal educado perante a minha manifestação tendo inclusivê dito que se quisesse podia até escrever no livro de reclamações. Não é assim que se tratam os clientes. Já agora gostaria de sugerir que para se evitar situações similares o ideal seria terem senhas numeradas para o atendimento. Esta situação ocorreu entre as 13:00 e as 14:00."
Taxas indevidas,"Fui ao balcão solicitar novo cartão débito. Foi me dito que ao balcão custaria um valor e pelo telefone seria gratuito tendo em conta a situação em que precisava de cartão. Voltei para casa, gastando dinheiro em táxis. Liguei e dizem que afinal cobram quando explicitamente fui informado no balcão q nada me seria cobrado pelo telefone e tendo em conta a natureza da minha necessidade de uma segunda via e cobraram a taxa."
Enviou um novo cartão MB sem meu conhecimento e foi usado por terceiros,"A minha reclamação remonta a uma situação ocorrida a Outubro de 2020 , quando fui alvo de uma burla/roubo. Tentando simplificar a situação, em agosto de 2020 recebi um novo cartão MB por o outro ter expirado, normal. Tudo decorria normalmente até que por volta de finais de Outubro me deparo com  vários levantamentos e pagamentos feitos na minha conta ... De imediato entro em contato com o Banco para tentar perceber o que se passava, e nesse mesmo dia nem a própria Sra que atendeu me soube explicar a situação, apenas me soube dizer que todas as transações teriam sido feitas com cartão cujo número era diferente do que tinha em minha posse mas para aguardar que no dia seguinte iria confirmar...pensei então que  o meu cartão tinha sido clonado ou algo do género... No dia seguinte a mesma senhora entrou em contato comigo a alertar- me do seguinte, segundo ela em início de Setembro o Banco enviou uma carta para a minha morada, carta não registada, a informar que me iriam enviar um novo cartão MB visto que o cartão que me tinham enviado em Agosto tinha sido emitido com uma anomalia, e que posteriormente teriam enviado o cartão e o pin. (Mais uma falha visto que no dia anterior devia ter sido logo cancelado o cartão e não o fez).Acontece que eu nunca recebi/tive conhecimento dessa tal carta a avisar do cartão ter uma anomalia e muito menos ao que veio a seguir a essa carta, neste caso o cartão! E a partir daqui começa esta história... Apresentei queixa na PSP e foi me pedido os dados (hora local e dia) de todas as transações efetuadas para dentro do timming correto (creio que dois meses)aceder às câmaras de videovigilância, como no meu extrato tal não constava de forma exata dirigi-me ao banco a solicitar estes dados, não me deram. A seguir a isto enviei um e-mail ao banco, sem resposta. Depois , envio um e-mail ao banco de Portugal e de seguida o ActivoBank respondeu, curiosamente agora já enviam um documento com todas as transações feitas descriminadas e a dizer que não se responsabiliza pelos pagamentos visto que foram realizados com pin ( e aqui até dizem que foi com o meu pin atual do outro cartão o que é IMPOSSIVEL ,e há aqui contradições porque liguei várias vezes e uns operadores dizem que é enviado o pin e outros dizem que não, mas que apenas devolveriam o montante de 70 e qualquer coisa euros de um pagamento que foi feito com contactless). Respondi a esse e-mail recebido, a exigir saber qual o pin utilizado e como e quando é que o cartão tinha sido ativado e até hoje, passados mais de 3 meses não obtive nenhuma resposta. Agora eu pergunto-me, que País é este que nem no Banco o dinheiro está seguro? Quem me vai devolver o restante valor em falta em volta dos 1200?? Que Banco é este que me envia um cartão novo em Agosto de 2020, que diz que em Setembro me envia uma carta , que eu nunca vi, e que me envia um novo cartão por o outro ter uma anomalia mas mesmo assim o cartão com a suposta anomalia sempre funcionou até a data em que o ""novo cartão sem anomalia"" foi ativado? Não faria sentido desde logo na emissão de novo cartão , o outro deixar de funcionar e assim mesmo que a pessoa não receba a carta saber que algo se passa? Felizmente não necessitei desse dinheiro para pagar as minhas contas ou para me alimentar numa altura tão difícil como tem sido estes últimos tempos... Felizmente já transferi o meu crédito para outro Banco, eu saí a perder mas com toda a certeza que o ActivoBank perdeu mais, por ter perdido um cliente em primeiro lugar, e também por sempre que eu ouvir falar neste Banco imediatamente vou contar o que se passou comigo... Ainda me ligaram a tentar renegociar o meu crédito habitação de forma a ""remediar também o sucedido"", mas depois do que aconteceu nem um crédito sem juros eu teria interesse, felizmente foram pouco mais de 1000 euros, mais eu tivesse à ordem, maiores teriam sido as quantias. Gostaria ainda de salientar que não gostei da forma como alguns dos operadores falaram comigo , liguei várias vezes e um deles repetiu a mesma frase se não me engano duas vezes a dizer que o cartão tinha sido usado com pin, como se eu não soubesse disso, e fiquei sem perceber bem o que quis dizer com isso... Um último dado curioso quando me desloquei ao banco a solicitar o documento comprovativo das transações, como não tinha dinheiro nem cartão, quis ter acesso à conta e foi me dito que tal não seria possível e que me iriam enviar um pin para casa e quando o recebesse para me deslocar ao banco para levantar o cartão. Isto é de rir... Nesse dia cheguei a casa por sorte, e mais curioso é o facto de anteriormente enviam o cartão e nem têm qualquer confirmação se é a pessoa que o recebe ou não, quando é a pessoa a pedir já enviam um pin para casa e ela tem que se deslocar ao banco a levantar o cartão... Andei meses sem saber o que fazer, existiu quebra de confiança com o banco e a proteção de dados não foi garantida visto que alguém que não eu ativou e usufruiu do meu cartão. Melhores cumprimentos,"
Reclamação relativa a agendamento para abertura de conta para menor,"Caro apoio ao cliente, ontem, dia 16 de dezembro, dirigimo-nos ao vosso balcão do Centro Comercial Vasco da Gama e fomos surpreendidos com uma falha grave relativa ao agendamento para abertura de uma conta para a nossa filha menor. Relativo aos factos:- no dia 27 de novembro, às 14:25, liguei para a vossa linha para tomar conhecimento dos procedimentos que haveria de tomar para abertura de uma conta para a nossa filha recém-nascida;- o vosso colaborador de forma afável deu-me a informação sobre os documentos que teria de reunir, dando nota que iria ser contatada por uma outra colega para agendarmos o dia mais conveniente;- no dia 29 de novembro, às 16:15, recebo uma chamada vossa, uma assistente que com simpatia e de forma diligente me deu a indicação que como ambos os pais são clientes, os documentos a entregar já estavam em sistema, ainda assim, acertamos a data mais conveniente, agendando para dia 16 de dezembro, entre as 10.30 e as 11:00 a ida ao vosso balcão;- no dia 16 de dezembro, às 10:30, fomos ao balcão e quando não é o nosso espanto que a vossa colaboradora nos informa que o nosso agendamento estava marcado para dia 6 de janeiro, também uma quarta-feira;- apesar da nossa incredulidade, ainda explicamos que tal não era possível, uma vez que o dia confirmado nunca poderia ser esse, visto que em janeiro já não teríamos disponibilidade para nos dirigirmos os dois nessa mesma data. Explicando até que tivemos de conciliar babysitting para que os dois ali pudéssemos estar, conforme vossa exigência; Lamentavelmente e face à intransigência da vossa colaboradora, que infelizmente não vos consigo indicar o nome,uma vez que não estava identificada como seria comum em protocolo de atendimento ao público, mostrou-se irredutível em nos atender, alegando já existirem outras marcações para esse mesmo período. No entanto, apenas o colega se encontrava a atender um cliente, e nesse mesmo tempo que lá permanecemos mais ninguém apareceu. Face ao exposto, e sendo ambos clientes do vosso banco, e esperando que a nossa filha acabada de nascer também partilhasse desta nossa experiência que até ao momento tem sido pautada de cordialidade, não poderia deixar de reportar que não poderíamos ter ficado mais desapontados. Gostaríamos que pudessem refletir sobre o procedimento e considerar que sendo o erro de agendamento da vossa parte, existisse mais flexibilidade de quem atende ao público.Da nossa parte efetuamos todos os procedimentos de forma correta e consideramos injusto que não tivéssemos conseguido a abertura de conta nesta altura do ano tão propícia a começar as primeiras poupanças. Afinal é quase Natal! Temos vários amigos a quem aconselhamos a vossa entidade como uma referência na área financeira e não nos resta alternativa em partilhar esta mensagem de que o Activobank não presta um atendimento ao cliente coincidente com todos os padrões de excelência e facilidade que apregoa no seu site.Sobre a nossa permanência enquanto clientes, também estamos a reavaliar a mudança para outra entidade bancária muito em breve."
Depósito de notas retido por problemas técnicos,"Lamento ter que recorrer ao portal da queixa, mas o activobank não me ajuda por qualquer outra via... fiz na segunda-feira, 23/09/2018, um depósito de notas no valor de 1000 euros, que seriam para pagar meu último ano de Mestrado, e o montante ficou retido ""por problemas técnicos"" deposito numerario 8199805 44170273802 (activobank norteshopping porto ) assim o fiz e disseram-me para contatar via chat/email. assim o fiz e o chat disse-me que não fariam por impossibilidade de comprovar quem sou (disseram-me para ligar outra vez ao telefone...), e o email não responde a nenhuma tentativa de contato. assim, estou sem poder pagar minha universidade e não vejo empenho do banco em ajudar uma cliente de quase três anos, nos quais nunca tive qualquer problema/queixa. sou estudante, este valor não é uma brincadeira para mim, é para meu ano universitário!"
Crédito habitação - amortização parcial realizada sem autorização do cliente,"O Banco não cumpriu com as suas obrigações, dado que não realizou uma amortização parcial na data contratualmente estipulada. Só após uma série de reclamações é que efetivou a respetiva redução de capital. Os sucessivos contactos telefónicos e escritos para o Apoio ao Cliente não resolveram a situação. Posterior a este lamentável episódio, três semanas depois constato que o Banco volta a realizar a mesma operação de amortização sem que eu tenha dado qualquer instrução explícita nesse sentido. Sucessivas reclamações para os mais diversos canais não estão a surtir qualquer efeito, dado que continuam a não me restituir o montante que indevidamente retiraram da minha conta. É lamentável que um Banco que quer propagar a imagem de simplicidade e de eficiência não a pratique no dia-a-dia no relacionamento com os seus clientes, ainda mais na situação de corrigir um mais do que evidente erro causado por óbvia desorganização/desorientação interna dos serviços."
